ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,Contrast,Regulation,Database,n_genes_input,category,subcategory
R-HSA-6790901,rRNA modification in the nucleus and cytosol,39/528,48/4133,0.8125,6.359966856060606,14.29325611121633,2.1973543963644224e-27,2.5203654926299923e-24,2.0932691881155815e-24,114049/9790/57647/11056/79050/57050/9136/22984/55651/51096/134430/55272/51202/84916/27340/55127/11103/4809/5822/23160/55226/10813/55813/10607/51602/10528/27292/10199/56902/1736/10436/54433/84135/4839/55505/2091/25926/10885/25879,39,MB_vs_EPN_like,Up,Reactome,793,NA,NA
GO:0006325,chromatin organization,157/754,331/5514,0.4743202416918429,3.46870266934857,18.43607099709112,6.115199764697048e-54,2.639320218443246e-50,2.4814836939902233e-50,8545/22880/29890/56916/23411/23774/8479/7468/84733/79677/9611/125476/51412/9031/6599/54780/54892/339287/5925/4171/8726/8467/2186/23234/57634/8089/55729/84864/79813/114991/51317/57492/10445/23310/55183/6830/11177/1788/114049/29128/10919/2956/4297/7153/58499/23028/29028/54665/7290/53615/10927/23013/23210/6597/23198/23168/8805/9730/11143/1786/55929/6732/11011/6602/9188/8295/7913/8208/10902/22976/11198/3066/11335/3148/142/8019/345630/4678/57459/10514/51773/10951/4796/57050/55257/317772/6045/56254/3009/1107/2959/222229/9070/546/3007/3146/7443/6827/23515/9219/5929/64426/6749/54969/79697/10155/10428/57332/4152/5757/6598/5928/1106/3006/328/3054/23186/51377/10038/4288/9810/9329/6418/26155/1108/4221/25842/25836/4001/55506/1387/23326/6605/81611/6421/6419/1017/201161/5111/9100/10363/9733/3008/55193/8520/9656/3276/4869/7150/3930/23468/2091/7052/4641/8971/25879/23170,157,MB_vs_EPN_like,Up,GO_BP,793,NA,NA
GO:0003682,chromatin binding,111/777,232/5624,0.47844827586206895,3.4630541871921183,15.339141664889882,1.4453603376709669e-37,1.1505068287860896e-34,9.798021657474765e-35,22880/56916/23411/7468/84733/1912/51412/64641/6599/8726/8467/10592/57634/23060/51317/57492/6830/1788/10051/10919/4292/2956/4297/7153/7343/23028/29028/55206/9878/7290/53615/23397/29089/6597/8805/2551/11143/1786/6602/8208/11198/23394/3066/11335/142/8019/57459/4436/23309/5422/10951/10274/6045/56254/3009/1107/2959/222229/1059/546/3007/54623/5469/7443/9219/7155/6749/54969/10155/57332/6598/5928/1106/3006/328/79892/3054/23186/10038/6418/26155/1108/3516/4221/6829/25842/25836/27043/55506/1387/6605/8243/4089/6421/5111/3184/64318/3008/80335/2521/55193/4841/9126/4869/7150/23468/1104/23636/8971/4774/80324,111,MB_vs_EPN_like,Up,GO_MF,793,NA,NA
GO:0000785,chromatin,160/776,327/5669,0.4892966360856269,3.5745136984141994,19.097447068071222,3.218353395406172e-57,1.9181386236620784e-54,1.5481973702111795e-54,22880/56916/23411/23774/7468/84733/7182/1912/9611/125476/51412/4176/64641/9031/6599/339287/5925/4171/8726/4802/8467/2186/10592/6925/57634/8089/79813/114991/57492/10445/4661/23310/6664/1060/55183/11177/1788/5394/29128/23244/10919/2956/23126/5514/23028/6878/4999/9878/7290/53615/3835/10927/5015/51592/6597/8805/2551/11143/9839/1786/55929/6732/6602/9188/8295/7913/8208/10902/7112/11198/51010/23394/3066/11335/3148/6877/142/8019/4678/57459/10514/23309/5422/51773/23595/10951/4796/10274/55257/317772/23063/6045/56254/3009/1107/222229/1059/5001/546/23047/3007/6908/7515/5469/7443/23515/9219/64426/7155/6749/54969/151987/10155/10428/3182/57332/6598/5928/1106/3006/3054/51377/9810/6418/1108/3516/4221/23160/25842/253738/25836/23076/27043/54512/55506/1387/23326/6605/81611/4089/23383/6421/5111/3184/1385/3008/80335/55193/5989/8520/23532/9126/11052/23468/1104/7052/4641/8971/4781/4774,160,MB_vs_EPN_like,Up,GO_CC,793,NA,NA
HALLMARK_ESTROGEN_RESPONSE_LATE,Genes defining late response to estrogen.,18/188,72/2091,0.25,2.7805851063829787,4.831628103519347,3.520512055651006e-5,0.0012771846663238206,0.0010011525939828381,7263/493/10160/960/2109/120/2317/7466/928/3418/1152/6566/27250/596/6509/9368/4338/5364,18,MB_vs_EPN_like,Down,Hallmark,439,NA,NA
hsa00280,"Valine, leucine and isoleucine degradation",12/256,39/3259,0.3076923076923077,3.917067307692308,5.3501834579741185,2.4466427544481747e-5,0.00699739827772178,0.005949205013447667,26275/3032/18/3030/3712/30/217/223/3155/56922/11112/4329,12,MB_vs_EPN_like,Down,KEGG,439,Metabolism,Amino acid metabolism
R-HSA-5620924,Intraflagellar transport,16/305,34/4133,0.47058823529411764,6.376856316297011,8.885319360610838,3.4383487854963833e-10,2.932911514028415e-7,2.7036279397534723e-7,28981/79659/89891/51626/26160/57728/57539/79989/80173/26146/9742/56912/55764/10383/8100/92104,16,MB_vs_EPN_like,Down,Reactome,439,NA,NA
GO:0003341,cilium movement,27/423,44/5514,0.6136363636363636,7.999032882011605,13.434866038243829,7.157821005817476e-20,2.860981056025245e-16,2.6506541366806193e-16,493/28981/25911/79659/54585/5360/123872/83538/146845/51364/219681/9576/90506/1770/83853/221421/1767/345895/23230/352909/10383/56683/361/583/54919/9368/582,27,MB_vs_EPN_like,Down,GO_BP,439,NA,NA
GO:0016491,oxidoreductase activity,50/427,327/5624,0.1529051987767584,2.013908285528078,5.41475963543833,8.42070169769379e-7,5.88607048668796e-4,5.300610121285144e-4,84263/1666/3032/2232/3030/4129/2766/3712/145482/7923/65263/30/1384/26227/217/2746/37/22949/54996/223/84869/3418/2108/51084/11112/7108/79966/8659/873/6821/51706/25824/7915/10157/54884/56948/3945/2326/2946/4329/10840/5092/3421/9588/8991/100137047/6649/5498/56898/2731,50,MB_vs_EPN_like,Down,GO_MF,439,NA,NA
GO:0031514,motile cilium,37/438,71/5669,0.5211267605633803,6.744903209209595,14.094674777873683,3.048814199207349e-23,1.405503345834588e-20,1.123247336550076e-20,493/476/28981/79659/151011/51626/26160/57728/83538/89765/146845/124045/9576/1069/122481/84058/90506/1770/83853/80173/221421/1767/345895/23230/56912/10383/8100/4957/301/203/1512/583/481/9368/582/9696/2947,37,MB_vs_EPN_like,Down,GO_CC,439,NA,NA
HALLMARK_E2F_TARGETS,Genes encoding cell cycle related targets of E2F transcription factors.,85/332,116/2091,0.7327586206896551,4.615055047777315,17.400816398088438,1.2525418209806969e-46,5.511184012315066e-45,4.878320776451135e-45,3149/3148/4175/4176/24137/79677/4172/4174/4436/4171/4678/8726/10212/9918/4085/4173/3978/7112/10051/4292/5983/6749/9319/7913/5982/55148/3838/10274/23047/5111/27338/7153/29028/4999/81611/3835/8243/29089/51747/2547/1786/5411/11051/5558/1503/6426/3609/4001/9126/983/5981/6117/10714/5885/3925/3184/10535/51155/11340/4288/9221/25842/23468/79077/55646/11168/5395/6427/10492/5902/6434/9924/5425/9972/1854/10528/5591/84844/9125/5511/10664/203068/3930/6119/7037,85,MB_vs_Glial,Up,Hallmark,1071,NA,NA
hsa03040,Spliceosome,107/522,116/3259,0.9224137931034483,5.758901440084556,22.789610741186568,8.194460615717682e-78,2.1223652994708798e-75,2.0529280279376934e-75,1659/10569/10929/55696/4686/9716/10189/8449/9939/9984/10713/10285/11325/8559/23020/6635/1665/56949/51729/9775/10523/55660/24148/10915/9343/2521/6426/10594/3190/10946/51340/29896/58517/10450/22938/6627/9129/3178/80145/9092/10291/11338/9416/1655/10084/9410/51639/10992/57461/57187/3192/22985/9879/23450/220988/10465/6626/23451/6432/8175/8563/51691/6636/51503/26121/6431/4670/7307/27339/7919/56259/6427/22916/25804/6633/3183/4809/6634/23350/27316/6428/6434/10286/79228/10262/6629/6632/7536/6429/6625/9785/11157/84991/10772/51690/9128/57819/27238/84321/6631/8896/84844/6430/8683/988/22827/27258,107,MB_vs_Glial,Up,KEGG,1071,Genetic Information Processing,Transcription
R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,180/738,225/4133,0.8,4.480216802168022,25.026996275385326,2.674735845601403e-99,2.7977736944990674e-96,2.100371516651207e-96,63932/1659/10569/5514/10212/10929/55100/55696/9589/4686/9716/10482/10189/8449/9939/9877/9984/10713/10285/84324/11325/85313/5546/8559/51747/3550/23020/6635/3187/5430/1665/56949/51692/8241/5411/51729/10250/9775/10523/23517/55660/84271/24148/10915/9343/11051/2521/53981/6426/10594/4236/51593/1479/56339/26097/1660/11052/3190/29894/10946/51340/23759/58517/10450/22938/6627/9129/3178/80145/9295/8189/65109/9092/10291/11338/10236/9416/55339/10914/1655/10084/9410/51639/10992/3184/3191/8106/57461/57187/1477/3192/22985/81608/9879/23450/220988/22826/10465/6626/23451/10284/6432/8175/8563/51691/6636/51503/26121/6431/4670/9584/10762/5437/7307/10978/27339/55234/7919/2962/56259/55749/6427/22916/25804/4904/6633/2963/79171/3183/4809/6634/23350/27316/6428/6434/10921/10286/10283/22803/79869/79228/23283/10262/6629/6632/7536/6429/10898/9972/6625/9785/11157/23398/27336/84991/3181/5436/10772/51690/9128/5434/23524/57819/57703/23636/27238/84321/6631/8896/84844/6430/5511/8683/4928/988/8899/22827/3185/27258/1478,180,MB_vs_Glial,Up,Reactome,1071,NA,NA
GO:0006397,mRNA processing,245/1023,312/5514,0.7852564102564102,4.2325550793292726,28.054229288638872,7.452746407981412e-127,3.139842061682569e-123,2.850871625958364e-123,29890/79872/1659/10569/57060/2483/10180/10212/10949/10929/51163/55696/9589/4686/9716/55192/3189/56931/10189/8449/9939/91746/9984/10713/10285/11325/51605/8559/51747/3550/55692/23020/55421/55677/10657/6635/5394/79066/3187/1665/6732/55131/6830/56949/63935/51692/8241/5411/5936/8161/51729/10250/9775/55015/23517/55660/24148/10915/140890/9343/11051/23210/54623/58155/53981/54888/6426/4841/3609/10594/6421/4236/55280/7072/1479/151987/56339/8731/1660/11052/3190/29894/10946/51340/23759/29896/58517/10450/64783/22938/54517/6627/9129/3178/80145/9295/8189/65109/9092/10521/10291/11338/10236/9416/4869/55339/55197/10914/1655/10084/9410/51639/79811/55082/1025/10992/51631/3191/8106/6294/57461/57187/1477/3192/22985/81608/9879/1996/23450/220988/10465/83759/6626/23451/10284/6432/8175/202559/8563/9967/51691/6636/51503/25962/54890/26121/55596/10147/6431/11168/79665/4670/9584/9733/7307/4691/10978/27339/55234/7919/56259/6427/58490/22916/23091/25804/4904/6633/79171/10492/3183/4809/6634/8227/27316/6428/6434/10921/51202/10286/79882/10283/22803/79869/79228/9924/23283/10421/92906/10262/50628/6629/6632/7536/6429/10898/6625/9785/9904/11157/22913/23398/27336/84991/26993/3181/10772/26528/23248/8732/51690/9128/10432/10625/23524/57819/10658/57703/57805/27238/84321/11100/6631/8896/84844/6430/9667/5511/8683/51329/23076/4928/8570/23435/988/25929/8899/22827/9406/3185/80324/27258/79577/1478/5935,245,MB_vs_Glial,Up,GO_BP,1071,NA,NA
GO:0003682,chromatin binding,162/1056,232/5624,0.6982758620689655,3.7188479623824455,20.333255903934898,5.02233177559907e-68,3.827016813006492e-65,2.971105745143871e-65,22880/56916/23411/8467/7468/2956/84733/1912/53615/23028/3066/6045/4436/6599/64641/57634/8726/7343/10951/6597/57459/10592/11335/11198/23394/8019/10051/7155/51412/4292/6749/1788/142/4297/222229/23309/8805/7290/23060/6602/51317/10155/57492/11143/2551/25942/3009/5469/9878/5928/57332/10274/10919/5111/7443/7153/84324/29028/55206/2959/546/8243/23397/29089/3054/54969/1107/6418/6605/5430/1786/5422/6830/8208/6598/6829/1108/56254/9112/7936/11051/57727/54623/2521/23211/1059/8971/4841/9219/6421/9869/9126/983/3007/1660/23186/27043/6117/4869/1655/4089/5885/1025/3184/6294/3192/1104/25836/25842/328/3516/23468/3151/11168/1387/10038/84656/26057/7150/55193/55506/1106/2962/7528/6601/27245/4904/7469/3006/9555/3183/27316/4221/10735/51780/8841/79892/23476/26155/29803/4774/86/9612/6015/10933/8289/3008/116092/23636/6594/56943/3150/64318/4928/10664/80335/80324/3020/1487/83743/6603/2071,162,MB_vs_Glial,Up,GO_MF,1071,NA,NA
GO:0000785,chromatin,214/1050,327/5669,0.654434250764526,3.5333216834134267,22.498204709554194,8.269912368041176e-84,4.85443856004017e-81,3.464658023663566e-81,22880/56916/23774/23411/8467/7468/2956/7182/84733/1912/3148/53615/23028/4176/3066/9031/23244/6045/4171/125476/2186/4802/6599/4678/7515/339287/64641/79813/57634/5514/8726/23126/9611/10951/6597/57459/10592/11335/11198/7112/23394/8019/7155/51592/114991/51412/55929/51773/6878/6749/1788/142/5925/23310/10927/29128/222229/23309/8805/10428/7290/6925/7913/6602/10155/10445/57492/11143/2551/4661/25942/3009/1060/6664/5469/9878/3182/11177/5928/57332/8089/10274/10919/23047/55183/5111/7443/10902/4999/81611/55257/3835/546/5015/3054/54969/1107/23595/6908/6418/4796/5394/51010/6605/1786/64426/5422/6732/8295/8208/6598/1385/9839/9739/1108/11091/56254/9112/7936/196528/1059/8971/9219/9646/6421/9126/9188/112869/151987/3007/1660/11052/3190/10514/27043/4781/6877/9416/8520/5001/4089/9810/5885/3184/3191/1104/23063/253738/23450/25836/25842/3516/23451/23468/23515/115426/3151/11168/1387/23613/84656/26057/55193/55506/1106/7528/6601/8359/5989/23383/3006/8099/9555/3183/27316/4221/10735/317772/51780/8841/54815/7392/440686/23476/4774/57215/5977/86/26993/9612/6015/10933/8289/3008/57805/8896/6594/9678/56943/5591/3150/23160/23532/54512/23076/23435/80335/1810/23326/9274/3020/4784/6603/8815,214,MB_vs_Glial,Up,GO_CC,1071,NA,NA
HALLMARK_MYOGENESIS,Genes involved in development of skeletal muscle (myogenesis).,32/390,84/2091,0.38095238095238093,2.0424908424908423,4.668651917309409,1.5660498606311816e-5,7.360434344966554e-4,5.439962673771474e-4,1384/10580/6709/1410/3983/1756/3679/5091/1837/2247/2273/5213/1191/22933/8082/178/5348/2775/6678/10174/274/11345/1152/22808/347/3693/375790/6649/5621/26353/816/5224,32,MB_vs_Glial,Down,Hallmark,841,NA,NA
hsa01230,Biosynthesis of amino acids,26/545,55/3259,0.4727272727272727,2.8268223519599665,6.122097999001045,1.0534038607594118e-7,3.328756199999741e-5,2.2509577235174797e-5,230/2597/29968/5091/5315/5214/5213/2023/5223/26227/65263/2752/3417/435/113675/3419/3421/7086/95/84706/5723/10993/2875/5224/226/586,26,MB_vs_Glial,Down,KEGG,841,Metabolism,Global and overview maps
R-HSA-877300,Interferon gamma signaling,21/616,39/4133,0.5384615384615384,3.612762237762238,6.860292030997279,1.4005011598013095e-8,1.5825663105754796e-5,1.3400584781677794e-5,5594/5595/960/817/7706/3383/2633/6772/818/3716/3106/5781/3105/2634/3107/4940/3122/3123/3115/3119/816,21,MB_vs_Glial,Down,Reactome,841,NA,NA
GO:0043436,oxoacid metabolic process,126/810,436/5514,0.2889908256880734,1.9672782874617736,8.73275316405411,1.0577166574802437e-15,2.453195193063106e-12,2.0498973085181376e-12,9444/55862/873/18/230/30/79966/493/2597/1312/23576/3032/3030/8801/51084/6507/29968/1384/58478/51144/10247/37/1666/477/145482/5860/3712/2584/7360/80221/4199/8659/2184/7263/3176/3945/8671/2746/6774/5236/2946/9446/4329/84836/35/56898/5825/5315/11160/26275/56922/4482/5214/10455/11315/2628/2109/25874/7915/5213/2593/7923/2023/80025/5223/3155/26227/5562/1374/376497/65263/2752/22949/2110/5571/22933/5092/23597/1622/91452/2108/9380/23788/11112/114876/6307/8644/54996/54704/3417/11343/10840/2944/3295/435/834/2954/113675/5730/2948/3419/3421/84706/23305/5027/5723/2052/8050/972/23205/56267/241/10993/883/5354/1545/2653/10873/5625/23657/2875/51268/6652/5224/226/586,126,MB_vs_Glial,Down,GO_BP,841,NA,NA
GO:0016491,oxidoreductase activity,90/827,327/5624,0.27522935779816515,1.8716927548450795,6.743327672639264,4.2393334334982836e-10,3.9595374268873966e-7,3.2531306031792093e-7,873/30/84263/4129/79966/2597/3032/3030/2232/51084/1384/51144/37/1666/145482/5860/3712/4199/8659/223/3945/2746/2946/9446/4329/35/51075/54884/56898/217/55163/51292/4482/2539/1717/11315/6648/7915/51706/2952/7923/373156/26227/65263/22949/55349/2110/50484/5092/6821/51714/2108/9380/58472/11112/6307/874/8644/54996/3417/8544/10840/3295/55240/25979/79676/2954/9588/3419/4128/3421/25932/4257/23171/2495/79901/254295/241/501/1545/1429/6649/10873/1536/5625/51268/8424/2766/6652/622,90,MB_vs_Glial,Down,GO_MF,841,NA,NA
GO:0009986,cell surface,92/831,276/5669,0.3333333333333333,2.2739671079021258,8.992491724150407,8.527842603607244e-16,4.818231071038093e-13,3.5547638642404936e-13,482/960/3685/6507/361/51704/6653/4478/966/6810/824/477/977/3383/1410/4735/3306/3916/8671/1756/3679/928/27020/9341/4907/4897/1605/5738/3958/2023/84168/6520/1191/3106/4043/721/3105/10384/6506/214/140885/56262/196527/10979/961/58494/1000/3696/6281/301/3675/54413/6678/9019/302/8140/4217/3556/6509/4059/135228/307/10791/726/7143/25932/5027/967/1901/972/3689/64805/3684/1464/720/3107/3693/2152/117/3122/929/5621/3123/3115/23657/3655/83692/952/3673/1508/6529/4155,92,MB_vs_Glial,Down,GO_CC,841,NA,NA
R-HSA-5620924,Intraflagellar transport,10/101,34/4133,0.29411764705882354,12.035527082119978,10.225255341254275,3.906099978576216e-9,2.1483549882169186e-6,2.0846238833033067e-6,89891/56912/26160/51626/28981/79659/26146/80173/8100/10383,10,EPN_like_vs_Glial,Up,Reactome,185,NA,NA
GO:0003341,cilium movement,21/181,44/5514,0.4772727272727273,14.53967855349071,16.610722416922613,2.2630500649445423e-20,5.992556571973148e-17,5.614746319025564e-17,25911/123872/9576/51364/219681/83538/28981/90506/146845/1770/1767/79659/83853/221421/345895/29105/352909/10383/54585/56683/5360,21,EPN_like_vs_Glial,Up,GO_BP,185,NA,NA
GO:0031492,nucleosomal DNA binding,7/177,32/5624,0.21875,6.950564971751413,6.084733988052361,4.6954768497029845e-5,0.011551206475230147,0.010826653509588459,3151/9324/3066/8971/9555/3150/3009,7,EPN_like_vs_Glial,Up,GO_MF,185,NA,NA
GO:0031514,motile cilium,25/183,71/5669,0.352112676056338,10.90779650581082,15.34272035552799,2.8334751015481533e-20,9.350467835108905e-18,8.202164767639391e-18,56912/26160/9576/124045/51626/83538/122481/28981/90506/89765/146845/1770/1767/79659/83853/221421/345895/29105/80173/1069/84058/8100/10383/9696/4957,25,EPN_like_vs_Glial,Up,GO_CC,185,NA,NA
HALLMARK_COMPLEMENT,"Genes encoding components of the complement system, which is part of the innate immune system.",27/199,99/2091,0.2727272727272727,2.8656920968478756,6.16668858535953,1.5272913566001427e-7,6.838280948582828e-6,5.320401653359637e-6,391/4035/2764/4504/5550/4199/51056/1608/5290/5698/3684/64167/715/2534/718/5265/1465/3818/1075/629/6284/3697/710/714/716/5340/10404,27,EPN_like_vs_Glial,Down,Hallmark,456,NA,NA
hsa04145,Phagosome,30/292,88/3259,0.3409090909090909,3.8048723536737237,8.36689867167273,2.2826718749286548e-11,6.642575156042385e-9,4.541315624858061e-9,3685/11151/51606/6891/6890/529/523/5868/526/23673/3106/2214/347733/7280/51382/528/534/3684/3115/8411/929/715/3105/3107/3122/1536/718/3689/7277/3123,30,EPN_like_vs_Glial,Down,KEGG,456,Cellular Processes,Transport and catabolism
R-HSA-877300,Interferon gamma signaling,17/329,39/4133,0.4358974358974359,5.47587873119788,8.258373997792143,1.3986968550147169e-9,1.3063828625837457e-6,1.0998174217852565e-6,817/3383/5595/10612/5781/3106/3115/3105/6772/5594/3107/3122/2634/816/818/960/3123,17,EPN_like_vs_Glial,Down,Reactome,456,NA,NA
GO:0002250,adaptive immune response,49/439,186/5514,0.26344086021505375,3.308913219193181,9.420852567257612,1.1896620298298441e-14,5.098891459850712e-11,4.320351582013644e-11,3383/51571/5595/10384/6891/23180/6890/3106/2214/3956/721/28874/3115/64167/3426/972/28452/7248/720/715/3105/2534/3107/28408/5027/3122/28938/3263/718/29108/28448/28908/28825/28912/5788/28937/1075/713/28410/714/28784/214/716/563/28915/28468/3123/28822/5909,49,EPN_like_vs_Glial,Down,GO_BP,456,NA,NA
GO:0003823,antigen binding,25/446,60/5624,0.4166666666666667,5.2541106128550075,9.722127013782801,6.045125059531693e-13,4.5277986695892383e-10,4.027962276509013e-10,6891/6890/6892/3106/721/3115/28452/720/3105/3107/28408/3122/28938/718/28448/28908/28825/28912/28937/28410/5340/140885/28468/3123/28822,25,EPN_like_vs_Glial,Down,GO_MF,456,NA,NA
GO:0009986,cell surface,58/450,276/5669,0.21014492753623187,2.6473590982286632,8.238632655597439,1.5457861306599001e-12,7.265194814101531e-10,5.402115740832493e-10,3685/3383/6678/824/10384/10979/1410/3106/8671/4217/2214/6506/3696/6653/7143/51704/7070/721/2217/3675/482/196527/4627/3684/1464/3115/972/720/929/54413/715/56262/4478/3105/25932/3107/5027/3122/64805/718/4907/3689/726/5788/629/713/2026/714/214/716/5340/960/259/563/140885/58494/117/3123,58,EPN_like_vs_Glial,Down,GO_CC,456,NA,NA
